longitud,latitud,id_region,tipo_ecosistema,valor_indice
-101.70135972624541,26.157934251639706,Noreste,Manglar,0.95717764
-96.157304513708,18.372594770152123,Sureste,Matorral Seco,0.31564116
-93.29675606585059,16.304446689866364,Sureste,Pastizal,0.8749447
-94.44083994881069,16.28448354224583,Noreste,Manglar,0.55267763
-111.53950967183933,30.958142183880298,Noroeste,Selva Húmeda,0.77074
-112.79484809462119,27.32389990066728,Noroeste,Pastizal,0.9119747
-108.02583608235156,31.696571592245462,Noreste,Bosque Templado,0.7595153
-97.20790642420067,18.935773478375353,Sureste,Manglar,0.4179941
-98.74121819614366,26.20247606100225,Noreste,Matorral Seco,0.5708771
-95.36705981568215,16.4685484831311,Noreste,Selva Húmeda,0.9511412
-89.06760870900264,21.06958111951932,Sureste,Matorral Seco,0.64177
-96.43824536527298,18.933287473392543,Sureste,Pastizal,0.30507058
-102.13726585236256,25.03673589756957,Centro,Pastizal,0.93068
-109.49132826901457,29.370517547577087,Noroeste,Selva Húmeda,0.9733996
-90.1679676838662,20.389601159284165,Sureste,Bosque Templado,0.6187618
-101.74719510324071,19.463790981959615,Occidente,Selva Húmeda,0.29730588
-116.26569221998206,32.21620314677211,Noroeste,Matorral Seco,0.9995582
-107.11910600275951,28.355006957955567,Noreste,Bosque Templado,0.28821176
-109.91328919875957,28.278598475106726,Noroeste,Matorral Seco,0.41742942
-105.00719786394707,21.452792236453348,Occidente,Pastizal,0.9564194
-94.23416852585449,17.292064252742314,Sureste,Bosque Templado,0.8034194
-91.54627660801123,17.61379634019002,Sureste,Pastizal,0.35118824
-114.05761964930586,27.54366107287651,Noroeste,Pastizal,0.9847887
-107.78718820625657,24.511448017552297,Noroeste,Pastizal,0.98133105
-106.04745481299221,27.51833731500766,Noreste,Manglar,0.24674118
-102.71299489702619,29.40902914154182,Noreste,Selva Húmeda,0.97364455
-87.93865163453232,19.60069498003915,Sureste,Pastizal,0.9372553
-98.05136448916954,17.19185310999465,Noreste,Pastizal,0.9471471
-114.2383200163971,27.43858953039413,Noroeste,Selva Húmeda,0.9822044
-100.45451912937311,22.950710571645736,Centro,Pastizal,0.99785274
-103.22818606197514,25.672053881730637,Noreste,Pastizal,0.9086212
-101.3137865250258,27.875041109665613,Noreste,Pastizal,0.9698906
-88.37522813120421,21.122006192847106,Sureste,Manglar,0.67895824
-99.98081838200845,27.3804116414272,Sur,Matorral Seco,0.5183518
-102.96489125396614,24.03088353906207,Centro,Bosque Templado,0.5155412
-106.23641364701467,28.7929785087688,Noreste,Pastizal,0.5965347
-93.80837808216513,17.245626567751998,Sureste,Selva Húmeda,0.41007647
-98.03060965018713,19.552512317194054,Centro,Bosque Templado,0.31085294
-107.14036258292552,26.077672978767716,Noreste,Pastizal,0.8625
-99.52535079179883,26.041956289003778,Sur,Matorral Seco,0.9281559
-103.47191660238504,22.563084741550288,Centro,Manglar,0.56910884
-104.59720093827936,26.410300308433815,Noreste,Selva Húmeda,0.8532253
-100.09523706900178,20.925556600428102,Centro,Matorral Seco,0.7584335
-104.6495854028939,29.56067480605707,Noreste,Selva Húmeda,0.1725647
-104.86065163674279,22.087684156059783,Occidente,Pastizal,0.76862884
-106.74243799206656,24.22229820222067,Noroeste,Pastizal,0.9567541
-104.58681130135734,26.824171929117902,Noreste,Pastizal,0.6518665
-95.32416789602698,18.61861094045613,Sureste,Selva Húmeda,0.3561294
-100.88836212932537,21.056351035282386,Centro,Manglar,0.35012943
-98.42986498378923,20.26157562210262,Centro,Pastizal,0.047335293
-101.09322680199281,28.731788010852597,Noreste,Manglar,0.78205764
-100.9271989439596,24.728755010532016,Noreste,Pastizal,0.7749682
-100.07653868867611,17.794734419427648,Sur,Pastizal,0.6031147
-91.12407225538631,16.982945047206968,Sureste,Bosque Templado,0.9919382
-106.62807387244828,30.95905377513785,Noreste,Manglar,0.9406124
-108.40712500643494,25.985697444266943,Noroeste,Bosque Templado,0.7703353
-91.33818993145789,18.09993201772759,Sureste,Pastizal,0.66947824
-107.51032867537731,24.58824259045457,Noroeste,Selva Húmeda,0.17632353
-111.0414349279583,30.99600678767514,Noroeste,Manglar,0.6615994
-91.95977741323574,18.51194152183692,Sureste,Pastizal,0.9997249
-96.84726026387516,19.04509297491571,Sureste,Pastizal,0.31778234
-112.37955255668656,27.381953688960838,Noroeste,Manglar,0.9234059
-87.19595864578736,21.139532283591322,Sureste,Pastizal,0.86746943
-99.7733318898738,27.226709637793363,Sur,Pastizal,0.26284117
-107.29564779965311,24.73107861684946,Noroeste,Pastizal,0.95960885
-104.48252173014869,28.729475410444802,Noreste,Manglar,0.17648824
-100.36816016266783,20.709615539707094,Centro,Pastizal,0.326
-102.76624637318835,27.291570912936155,Noreste,Matorral Seco,0.9144977
-99.39777403393485,24.222355276988818,Noreste,Matorral Seco,0.19176471
-108.81648702226259,25.814584298994067,Noroeste,Selva Húmeda,0.17684117
-103.96241842088095,22.199358023795874,Occidente,Bosque Templado,0.7193335
-102.49540933080927,24.140475500911617,Centro,Pastizal,0.9758118
-114.3950423599899,29.034746166782462,Noroeste,Matorral Seco,0.98347354
-102.65760643694361,26.52886479343607,Noreste,Selva Húmeda,0.93905944
-89.27160828805572,18.392727917480656,Sureste,Manglar,0.8474765
-100.88932504235899,26.829631552177013,Noreste,Pastizal,0.98226047
-96.30247135734587,17.368323799181884,Noreste,Pastizal,0.59079707
-99.21264271595562,20.169881434562008,Centro,Pastizal,0.16851765
-103.06981010364319,20.590028801835153,Occidente,Selva Húmeda,0.2839059
-114.97364967465585,31.44431507013196,Noroeste,Matorral Seco,0.9949374
-106.47139242016165,28.12355560561407,Noreste,Selva Húmeda,0.4632394
-111.99431742431524,25.248280715517275,Noroeste,Manglar,0.9620441
-106.18194171483289,30.687903239237304,Noreste,Selva Húmeda,0.8543806
-110.88193117468029,29.540857451665932,Noroeste,Selva Húmeda,0.48241824
-103.05616350416574,23.85802962975063,Centro,Selva Húmeda,0.38284707
-101.25767697267823,20.728177824031526,Centro,Bosque Templado,0.30182353
-97.56978427733057,17.81315476769215,Noreste,Selva Húmeda,0.66908115
-105.05567002713514,22.13937369686783,Occidente,Pastizal,0.69343704
-101.08392606447141,20.56500955467166,Centro,Manglar,0.1625353
-106.7214695200068,28.967247636791672,Noreste,Manglar,0.3053706
-87.99030976705674,19.704351937058313,Sureste,Matorral Seco,0.978542
-106.76604039237914,24.70893315977122,Noroeste,Pastizal,0.85519767
-104.54646198242939,21.39838486289518,Occidente,Pastizal,0.7036547
-95.94956675927625,17.316937388589576,Noreste,Manglar,0.85066766
-101.19131059286426,22.56701248609084,Centro,Pastizal,0.6349259
-98.88566848592359,17.181481500792973,Sur,Matorral Seco,0.9459718
-102.01342113602789,20.12649374694168,Occidente,Bosque Templado,0.81265825
-105.13223687222698,21.526559981316204,Occidente,Pastizal,0.61700296
-89.33837815028325,20.219858437376224,Sureste,Selva Húmeda,0.69344586
-107.50193087828771,31.18301997940745,Noreste,Matorral Seco,0.77639765
-87.77065470084939,19.299293583297775,Sureste,Pastizal,0.93634826
-88.93772268680823,21.37614056221467,Sureste,Selva Húmeda,0.08205294
-105.43110358890755,20.204149008484862,Occidente,Matorral Seco,0.6893471
-107.89453296217201,30.732262934026906,Noreste,Manglar,0.17465882
-94.06229567456285,16.66408590538797,Sureste,Bosque Templado,0.9792858
-109.46129209554631,29.0515170209737,Noroeste,Selva Húmeda,0.9389529
-101.0231710302546,22.472243340899272,Centro,Pastizal,0.53409356
-107.38497772942172,27.22997796303938,Noreste,Pastizal,0.9884828
-98.16913743878503,22.230830309153117,Sureste,Manglar,0.3009647
-101.52073829742122,24.29706674619902,Centro,Pastizal,0.9902314
-108.41182484433074,27.158613105180653,Noreste,Pastizal,0.9791867
-108.90309779206237,28.41013597733964,Noroeste,Selva Húmeda,0.9918094
-99.10877814607984,20.543911732245192,Centro,Matorral Seco,0.9055653
-103.08811480514866,28.363160068703284,Noreste,Pastizal,0.99686444
-98.35793266847351,17.029010467933354,Sur,Manglar,0.9330706
-107.92028310707552,29.44551901372232,Noreste,Selva Húmeda,0.5652112
-97.5054331058283,20.405088110401273,Sureste,Manglar,0.3701294
-89.196922136614,20.466399547772255,Sureste,Selva Húmeda,0.6834541
-98.33259730106512,18.100472476752156,Centro,Matorral Seco,0.65535706
-103.89745945174138,19.124118266048207,Occidente,Pastizal,0.6696706
-108.12883597997784,28.345098967941045,Noreste,Manglar,0.9951245
-97.69801386245669,20.607944319926027,Centro,Manglar,0.29721177
-113.9035834894913,31.64433606200668,Noroeste,Manglar,0.77241236
-97.57207155466264,18.793799724355075,Centro,Matorral Seco,0.3614647
-112.59450262759678,27.159939466707726,Noroeste,Selva Húmeda,0.99977696
-104.16259435826989,28.16837389184604,Noreste,Pastizal,0.6499312
-101.0105259806194,28.728259149991057,Noreste,Bosque Templado,0.89701176
-105.51222015193913,20.158382808292636,Occidente,Bosque Templado,0.7300153
-102.24830649640606,26.63607657670649,Noreste,Manglar,0.46972528
-88.9439688885447,20.53221272200041,Sureste,Pastizal,0.6544906
-98.70071927687346,23.342877992717547,Noreste,Selva Húmeda,0.8563141
-95.9712357311254,17.54642716504787,Noreste,Pastizal,0.62255
-102.34756079154097,28.613134432326536,Noreste,Bosque Templado,0.93191
-106.69194544380952,30.14600524932238,Noreste,Matorral Seco,0.49122295
-89.68835823050068,18.590593626960764,Sureste,Selva Húmeda,0.67970175
-100.05491462531867,22.96162541498748,Noreste,Bosque Templado,0.13827647
-102.04319022883188,29.268386185397354,Noreste,Selva Húmeda,0.9788334
-91.59190078687709,17.15497896034878,Sureste,Manglar,0.41122353
-108.03016387168499,31.69693810721195,Noreste,Matorral Seco,0.6986435
-99.8957047684845,26.640917789642618,Sur,Matorral Seco,0.8508094
-102.42953658733627,21.000669913030528,Occidente,Bosque Templado,0.41101766
-109.14925906554552,28.87817648246551,Noroeste,Manglar,0.77354825
-102.76361204535371,29.53106966939757,Noreste,Pastizal,0.9926599
-100.62323347328814,18.240186875708698,Sur,Selva Húmeda,0.67351645
-100.61585213124567,21.483062472202278,Centro,Bosque Templado,0.46796587
-90.24726641433377,18.784727207271093,Sureste,Matorral Seco,0.8780682
-104.79898841600433,28.67691117283085,Noreste,Selva Húmeda,0.88735884
-106.25255782011439,28.644389043184606,Noreste,Matorral Seco,0.5372635
-91.36262019743693,16.85383821332717,Sureste,Matorral Seco,0.76296586
-103.30188115402508,20.55741844965218,Occidente,Selva Húmeda,0.00071176473
-92.5528428954517,18.33289078404996,Sureste,Manglar,0.73846644
-104.96543128382432,27.290328947295897,Noreste,Pastizal,0.78540176
-102.9119862082671,27.205316515568125,Noreste,Matorral Seco,0.93532765
-105.74198599132232,30.44900521833263,Noreste,Manglar,0.8322418
-93.05932064946714,15.601760263178932,Sureste,Selva Húmeda,0.40441176
-92.30550431358634,16.628444947373964,Sureste,Bosque Templado,0.4963353
-106.71220743653399,27.28687622612227,Noreste,Pastizal,0.7445488
-93.725418125477,17.392877563578406,Sureste,Selva Húmeda,0.42898235
-108.8269466410409,25.991275084701268,Noroeste,Pastizal,0.1764706
-98.63820338651227,25.79975311550378,Sur,Bosque Templado,0.6123047
-112.29324732803813,26.48151746605198,Noroeste,Matorral Seco,0.9985981
-110.79168971873708,30.03334049712301,Noroeste,Pastizal,0.8356647
-104.93747484345724,19.85984197237853,Occidente,Pastizal,0.6075447
-89.53819280373975,20.7356712831443,Sureste,Bosque Templado,0.6579559
-99.7378759836892,19.179635004045817,Centro,Pastizal,0.50401175
-107.59233379564564,24.896014546657455,Noroeste,Pastizal,0.17955294
-109.392464276477,30.50224132755102,Noroeste,Matorral Seco,0.94568706
-100.78535134845697,18.89411124331427,Sur,Selva Húmeda,0.67435175
-98.68854377894839,20.510587778362527,Centro,Manglar,0.91825646
-104.5952870113401,21.974331176579007,Occidente,Manglar,0.9411541
-102.74750627569364,20.418130763754604,Occidente,Manglar,0.3284353
-98.49087086307263,21.21808306665317,Centro,Pastizal,0.29670587
-99.08050754075519,25.44770681720746,Sur,Bosque Templado,0.39554706
-108.0825682394431,29.35092849542444,Noreste,Manglar,0.8203565
-98.93709049924244,22.289546896179548,Centro,Selva Húmeda,0.9999994
-101.98131456166374,19.861504131629214,Occidente,Matorral Seco,0.29317647
-107.74854770648341,25.548103233738768,Noroeste,Manglar,0.30407646
-100.44022682480733,27.913927804665597,Noreste,Manglar,0.5640788
-102.6317749233993,26.164255319206166,Noreste,Bosque Templado,0.95455056
-98.49098521171037,25.855089743295476,Noreste,Pastizal,0.37948236
-102.28260427622341,23.679029791385954,Centro,Manglar,0.59823704
-102.72279368648641,28.30938939036752,Noreste,Selva Húmeda,0.81493235
-107.45258074589665,25.64616495176316,Noroeste,Pastizal,0.99177754
-103.47449035328258,27.293323591440853,Noreste,Selva Húmeda,0.9486129
-113.31670995717725,29.18880613173662,Noroeste,Pastizal,0.9892636
-110.72621161525537,28.23252682125464,Noroeste,Bosque Templado,0.4615906
-101.12080619762861,22.93039130879409,Centro,Bosque Templado,0.47813764
-97.5822989759413,21.11971411143114,Sureste,Manglar,0.48866883
-109.73970210134732,29.59962517868072,Noroeste,Pastizal,0.7074947
-116.52572213925335,32.02325532652372,Noroeste,Bosque Templado,0.9904508
-101.41900123847964,29.549278396192165,Noreste,Manglar,0.93769
-101.40743654031326,26.212441030978542,Noreste,Matorral Seco,0.7820829
-98.91090733691264,16.651765125181665,Sur,Selva Húmeda,0.5886853
-96.15617097407453,16.95146617485787,Noreste,Pastizal,0.5891023
-113.01546725325272,27.830312284161064,Noroeste,Pastizal,0.9884334
-99.09123009404361,18.463695459554714,Sur,Selva Húmeda,0.25118825
-98.29212416445088,21.49761354081161,Sureste,Pastizal,0.33411765
-106.32909398439733,28.53637168152892,Noreste,Pastizal,0.7213259
-105.98264748503509,23.51147591626019,Noroeste,Matorral Seco,0.86103237
-89.95431939726201,20.69637431753975,Sureste,Bosque Templado,0.6570047
-91.37494145367508,16.646412007233284,Sureste,Pastizal,0.95081943
-114.71527254127788,32.41635814974687,Noroeste,Bosque Templado,0.7119435
-102.59636296994535,18.30309280142966,Occidente,Manglar,0.65569824
-92.8254607172924,17.019988794184922,Sureste,Manglar,0.3083706
-111.12813915316076,24.930339011385723,Noroeste,Bosque Templado,0.99811447
-92.1789803073351,18.174415615972908,Sureste,Bosque Templado,0.7293735
-100.63772492848547,18.54689801847757,Sur,Manglar,0.2770353
-92.8231871458551,17.53727754607917,Sureste,Pastizal,0.36497647
-99.72265728466992,26.90796925597642,Noreste,Bosque Templado,0.5997547
-100.13808460923626,18.43565590833344,Sur,Pastizal,0.6716847
-104.47864321336043,21.69561532096189,Occidente,Selva Húmeda,0.93440115
-94.95372235852784,16.845621709004295,Noreste,Manglar,0.64735824
-111.56584253144827,26.396664942461165,Noroeste,Pastizal,0.995489
-90.86787400006415,16.1931876967965,Sureste,Manglar,0.50004
-109.56998378903164,27.260873872280087,Noroeste,Manglar,0.4804688
-115.83905736270454,31.46682365161454,Noroeste,Matorral Seco,0.93362707
-108.51793476735851,30.93458159801783,Noreste,Matorral Seco,0.19837059
-95.56311554243075,17.654814918171013,Sureste,Bosque Templado,0.38458824
-90.77057227255222,16.524963118752726,Sureste,Matorral Seco,0.9821237
-112.44837760028386,29.034070245563598,Noroeste,Matorral Seco,0.9888492
-106.98622374073204,31.12855212891054,Noreste,Manglar,0.8790759
-110.16126721091538,23.792899638611004,Noroeste,Matorral Seco,0.91852415
-101.03945204965022,26.290590124194722,Sur,Matorral Seco,0.9310512
-102.80560306941211,28.738758473445646,Noreste,Pastizal,0.9830274
-90.70056777062479,18.911606601682305,Sureste,Bosque Templado,0.5966459
-98.11292476812382,19.88701559207633,Centro,Matorral Seco,0.30764705
-109.60178465866373,31.22044471635081,Noroeste,Pastizal,0.88205826
-114.33653015210649,27.339014739903128,Noroeste,Matorral Seco,0.9999817
-111.64730167334643,29.632843564100178,Noroeste,Pastizal,0.9977921
-101.54578675510402,29.396501191191124,Noreste,Bosque Templado,0.91225237
-98.54498333874169,21.111551294795174,Centro,Selva Húmeda,0.5931306
-102.39230563553924,23.357029110100015,Centro,Bosque Templado,0.6451541
-93.12789835904955,16.67882723881007,Sureste,Manglar,0.41238236
-99.26024259062285,20.19577750356559,Centro,Pastizal,0.13300589
-111.57569003217236,25.089605663935583,Noroeste,Manglar,0.8822906
-100.52707281770174,24.681439868490823,Sur,Matorral Seco,0.95939296
-89.67096626069865,20.26859373660217,Sureste,Bosque Templado,0.65105826
-89.46183430367607,20.11105192297733,Sureste,Selva Húmeda,0.59745234
-108.8460761797681,28.532932663838658,Noroeste,Selva Húmeda,0.9993722
-110.75025011741289,24.378034985607645,Noroeste,Manglar,0.9975494
-100.01534431528715,24.686379479861472,Sur,Bosque Templado,0.49215236
-98.62101715302508,22.07546409993474,Centro,Pastizal,0.16695294
-102.39889131729173,26.848079141604476,Noreste,Pastizal,0.99039537
-101.16642258333879,29.33037482831105,Noreste,Bosque Templado,0.8416988
-100.1436890489907,22.804875579273492,Centro,Pastizal,0.5761477
-94.42879987046541,17.106947850902895,Noreste,Selva Húmeda,0.9953721
-99.5248242283579,24.516025373731612,Noreste,Manglar,0.88754296
-101.84970805093965,29.076548684425997,Noreste,Pastizal,0.8875659
-87.72239709755993,20.476601815994947,Sureste,Selva Húmeda,0.8849153
-107.94442198331767,27.14933993093369,Noreste,Manglar,0.9723946
-90.27509354165345,18.45069543332724,Sureste,Selva Húmeda,0.9077377
-98.6591435859388,24.075882623196247,Noreste,Matorral Seco,0.9480053
-96.78780977310552,19.172566001968196,Sureste,Bosque Templado,0.32049412
-111.27652781254776,31.3700171676418,Noroeste,Manglar,0.8885212
-99.12480940312116,19.65402550319535,Centro,Pastizal,0.15481764
-111.36459051160482,28.8786791608237,Noroeste,Matorral Seco,0.83640236
-97.73907482948457,20.03878363136854,Centro,Manglar,0.31834707
-92.42067521253661,16.703686297059697,Sureste,Matorral Seco,0.39922354
-107.65379005362588,27.322403403250064,Noreste,Matorral Seco,0.98696923
-98.8528902332072,19.3014889599011,Centro,Matorral Seco,0.01574706
-99.93508205402662,27.545357589250614,Sur,Matorral Seco,0.9422482
-96.95651468321229,19.363542600604124,Sureste,Bosque Templado,0.5946735
-107.45398296301404,29.517972288554805,Noreste,Matorral Seco,0.38774705
-102.18235457287265,26.48005781586912,Noreste,Manglar,0.9939762
-103.86802871831209,26.840783378529572,Noreste,Matorral Seco,0.9397324
-96.91006787489147,19.704269588330337,Sureste,Pastizal,0.27704117
-94.90597228939208,17.74654077369134,Sureste,Matorral Seco,0.3494
-106.75267624674204,31.01225306056172,Noreste,Manglar,0.9306
-109.5871572731649,29.62708912144525,Noroeste,Bosque Templado,0.7646071
-105.90824271580678,30.188054761496506,Noreste,Matorral Seco,0.86131763
-104.75072074202659,20.195066575179187,Occidente,Pastizal,0.9655459
-92.21029187122016,17.511941088512955,Sureste,Manglar,0.6158706
-100.25261107822325,28.10384485779725,Noreste,Matorral Seco,0.97910714
-89.96806893574824,20.373316765319725,Sureste,Pastizal,0.65477294
-97.79962591613535,18.196718252429807,Noreste,Selva Húmeda,0.41161177
-101.1348067065136,20.94972297634004,Centro,Manglar,0.49232706
-101.65276319858962,22.526021945919478,Centro,Bosque Templado,0.4013
-100.1067081051479,27.620001307386257,Sur,Bosque Templado,0.92097586
-115.05070866738973,30.854445399486462,Noroeste,Manglar,0.9998247
-101.06897253698932,24.972218976767877,Noreste,Matorral Seco,0.7777894
-97.8452396586731,20.692240436082468,Centro,Manglar,0.3512059
-109.69632361293017,28.48114979694544,Noroeste,Selva Húmeda,0.99608237
-100.87554449872252,24.225857099152623,Centro,Pastizal,0.7319494
-103.8887897211079,20.803281085729004,Occidente,Matorral Seco,0.93616766
-98.53948946257282,25.282838888433467,Noreste,Bosque Templado,0.37934706
-101.56468869413918,19.96670547111776,Occidente,Bosque Templado,0.17478235
-108.68763430608404,26.1748974116399,Noroeste,Selva Húmeda,0.8952365
-108.8196225889375,26.452550194783875,Noroeste,Pastizal,0.76042295
-102.25875312353737,19.07929132474173,Occidente,Pastizal,0.17757058
-114.30295497043751,29.040762565660053,Noroeste,Pastizal,0.99535435
-105.05295626584042,26.721493569919428,Noreste,Selva Húmeda,0.5975388
-101.3789400846911,18.133987778324695,Sur,Pastizal,0.9713759
-114.51961693951039,29.21216705392346,Noroeste,Manglar,0.97111756
-100.70372001590589,27.393762150755336,Noreste,Matorral Seco,0.8935276
-101.82911727253426,22.175828702540258,Centro,Bosque Templado,0.20518823
-109.02371969463863,31.19694004402654,Noroeste,Selva Húmeda,0.89410883
-91.85023932113336,17.421004384007322,Sureste,Bosque Templado,0.41055882
-90.8698392172149,18.413545951198394,Sureste,Selva Húmeda,0.68904763
-109.77981524491472,28.384437916291862,Noroeste,Selva Húmeda,0.99790776
-102.14826737145732,24.76622698855076,Centro,Matorral Seco,0.6825906
-100.07451775761486,22.361537296155017,Centro,Matorral Seco,0.2938706
-94.35753652571135,16.736012203116434,Noreste,Matorral Seco,0.9139729
-96.79713656296916,18.027269658158,Noreste,Selva Húmeda,0.5631082
-111.47015118136758,26.470734219501285,Noroeste,Selva Húmeda,0.9995419
-111.3910935643417,24.335825762718414,Noroeste,Matorral Seco,0.7887847
-87.84959471285006,19.942934401171986,Sureste,Manglar,0.9661982
-103.84190496637171,28.05266516180598,Noreste,Bosque Templado,0.9106288
-101.22805688891509,18.06684793553011,Sur,Bosque Templado,0.44744647
-97.29736850679153,20.669710233058947,Sureste,Selva Húmeda,0.32484707
-101.54125524878995,27.94394053970995,Noreste,Pastizal,0.37490588
-103.76807433184705,19.749364684242202,Occidente,Bosque Templado,0.0
-102.28693771315629,22.68045602651528,Centro,Bosque Templado,0.1829
-87.49246431492371,20.17109592059319,Sureste,Selva Húmeda,0.98607594
-113.69757478349553,31.672652972171885,Noroeste,Selva Húmeda,0.22372353
-99.50628896708689,18.123489231642818,Sur,Matorral Seco,0.61023295
-97.75031662008628,20.676613228420347,Centro,Bosque Templado,0.30452353
-101.49761163542878,21.48910978906934,Centro,Selva Húmeda,0.20803529
-103.93905744178228,19.054819123128052,Occidente,Bosque Templado,0.2816294
-96.3138489617942,18.165222509377287,Noreste,Manglar,0.94418645
-91.78561517019538,16.99394285343826,Sureste,Manglar,0.96812767
-109.63912266110988,27.319540025887886,Noroeste,Selva Húmeda,0.8821971
-107.48275400003926,26.43158874537194,Noreste,Pastizal,0.9216576
-98.73483192615524,24.50240275780598,Noreste,Matorral Seco,0.8472565
-114.90263969227487,31.833948608902798,Noroeste,Selva Húmeda,0.9460406
-102.9514161690768,20.79992359764504,Occidente,Matorral Seco,0.4435306
-101.92984255631931,27.067444973119525,Noreste,Matorral Seco,0.9676018
-98.19688397121669,19.949781454659963,Centro,Manglar,0.6978124
-89.45247021016428,18.73508789900377,Sureste,Manglar,0.9321794
-108.12864374419796,29.311372633129263,Noreste,Pastizal,0.7924547
-97.32315041197302,17.844315300996687,Noreste,Pastizal,0.25542352
-98.53755536637651,21.242982911325676,Centro,Pastizal,0.37258235
-112.73643460954976,26.550389299486366,Noroeste,Pastizal,0.99123156
-102.93909782098349,20.443054047939953,Occidente,Pastizal,0.20385882
-87.75970460446858,20.348507094505557,Sureste,Pastizal,0.9112529
-93.44465951618186,15.853612840496636,Sureste,Matorral Seco,0.38441175
-99.91563958816225,17.44008548158177,Sur,Selva Húmeda,0.9591041
-99.55122345069573,26.879513565702226,Noreste,Selva Húmeda,0.4911753
-91.86534434057917,16.4276253835156,Sureste,Selva Húmeda,0.5709153
-103.84365512557004,28.477541248431375,Noreste,Selva Húmeda,0.5746494
-96.2103632372134,17.225917494527202,Noreste,Bosque Templado,0.6245118
-115.62183172682343,30.695204311986547,Noroeste,Selva Húmeda,0.8597806
-87.02987439413015,20.884320485194696,Sureste,Manglar,0.9725206
-111.50925562126668,30.501852603907782,Noroeste,Bosque Templado,0.7830941
-100.60048717335192,28.306729918477256,Noreste,Matorral Seco,0.9011406
-89.96022410792196,17.91604072563699,Sureste,Matorral Seco,0.9744438
-111.68293352231129,30.980033092233608,Noroeste,Matorral Seco,0.9951713
-105.17825746753641,21.100711161943284,Occidente,Manglar,0.34511176
-101.37615115731445,18.541613051256792,Sur,Selva Húmeda,0.39870587
-114.47104947668029,27.259449008122637,Noroeste,Pastizal,0.9994311
-111.73199063737029,29.175626789100647,Noroeste,Matorral Seco,0.9876916
-107.14613714555956,31.535108550667758,Noreste,Matorral Seco,0.7242806
-96.24707801479875,16.62592975686574,Noreste,Selva Húmeda,0.6605976
-100.90040149013569,18.12860013703993,Sur,Matorral Seco,0.5874259
-98.8099752267,24.486264646316503,Noreste,Matorral Seco,0.8252288
-105.28471058973508,29.670684506133398,Noreste,Bosque Templado,0.9740424
-102.96586735946097,27.262199095094996,Noreste,Pastizal,0.8724965
-87.75776985805821,20.256780223237563,Sureste,Selva Húmeda,0.93708706
